institution.displayName,institution.schoolType,institution.state,institution.city,institution.zip,ranking.displayRank,ranking.sortRank,searchData.tuition.rawValue,searchData.hsGpaAvg.rawValue,searchData.enrollment.rawValue,searchData.satAvg.rawValue,searchData.testAvgs.displayValue.1.value
LaGrange College,regional-colleges-south,GA,LaGrange,30240,#12,12,34540,3.4,607,,N/A
Laguna College of Art and Design,specialty-arts,CA,Laguna Beach,92651,Unranked,-2,34600,,735,,N/A
Lake Erie College,regional-universities-midwest,OH,Painesville,44077,#142,142,35024,,726,905,17-23
Lake Forest College,national-liberal-arts-colleges,IL,Lake Forest,60045,#73,73,54202,3.8,1727,1155,26-31
Lakeland University,regional-universities-midwest,WI,Plymouth,53073,#140,140,31786,,1488,,N/A
Lake Michigan College,regional-colleges-midwest,MI,Benton Harbor,49022,Unranked,-2,7148,,2729,,N/A
Lake-Sumter State College,regional-colleges-south,FL,Leesburg,34788,Unranked,-2,13276,,4342,,N/A
Lake Superior State University,regional-colleges-midwest,MI,Sault Ste. Marie,49783,#10,10,13840,3.2,1655,975,18-23
Lakeview College of Nursing,health,IL,Danville,61832,Unranked,-2,18770,,152,,N/A
Lake Washington Institute of Technology,regional-colleges-west,WA,Kirkland,98034,Unranked,-2,10390,,3240,,N/A
Lamar University,national-universities,TX,Beaumont,77710,#395-435,-1,22826,3.3,8257,920,16-24
Lancaster Bible College,regional-universities-north,PA,Lancaster,17601,#141,141,28460,,1545,1010,20-26
Lander University,regional-colleges-south,SC,Greenwood,29649,#20,20,21300,3.5,3562,950,17-24
Landmark College,regional-colleges-north,VT,Putney,05346,Unranked,-2,64290,,585,,N/A
Lane College,national-liberal-arts-colleges,TN,Jackson,38301,#186-204,-1,11790,2.6,1010,,14-17
Langston University,regional-universities-west,OK,Langston,73050,#105-115,-1,14166,,1814,,N/A
La Roche University,regional-universities-north,PA,Pittsburgh,15237,#137,137,33120,3.6,1802,970,20-26
La Salle University,national-universities,PA,Philadelphia,19141,#201,201,35520,3.4,2776,,N/A
Lasell University,regional-universities-north,MA,Newton,02466,#104,104,26000,3.2,1247,995,22-26
La Sierra University,regional-universities-west,CA,Riverside,92515,#41,41,35910,3.5,1263,900,16-24
Lawrence Technological University,regional-universities-midwest,MI,Southfield,48075,#53,53,41872,3.5,2298,1030,22-30
Lawrence University,national-liberal-arts-colleges,WI,Appleton,54911,#75,75,55461,3.7,1426,1210,27-32
Lebanese American University,unranked,,Chouran,,Unranked,-2,,2.8,7228,,N/A
Lebanon Valley College,regional-universities-north,PA,Annville,17003,#64,64,50320,3.8,1683,1120,23-31
Lees-McRae College,regional-colleges-south,NC,Banner Elk,28604,#28,28,29440,,855,1040,20-26
Lee University,regional-universities-south,TN,Cleveland,37320,#31,31,22690,3.7,3446,1010,19-27
Lehigh University,national-universities,PA,Bethlehem,18015,#47,47,62180,,5624,1340,30-33
Le Moyne College,regional-universities-north,NY,Syracuse,13214,#17,17,38970,3.6,2600,1130,26-31
LeMoyne-Owen College,regional-colleges-south,TN,Memphis,38126,#91-99,-1,12076,,613,898,13-17
Lenoir-Rhyne University,regional-universities-south,NC,Hickory,28601,#40,40,30900,3.4,1530,995,17-24
Lesley University,national-universities,MA,Cambridge,02138,#342,342,31364,,1757,,N/A
LeTourneau University,regional-universities-west,TX,Longview,75607,#34,34,35500,3.7,3350,1120,20-29
Lewis & Clark College,national-liberal-arts-colleges,OR,Portland,97219,#93,93,62350,3.7,2210,1260,29-32
Lewis-Clark State College,regional-colleges-west,ID,Lewiston,83501,#26,26,21386,,3709,,N/A
Lewis University,regional-universities-midwest,IL,Romeoville,60446,#13,13,37872,3.6,3933,1010,21-29
Liberty University,national-universities,VA,Lynchburg,24502,#395-435,-1,25040,3.4,48906,980,17-24
Life Pacific University,regional-colleges-west,CA,San Dimas,91773,#20,20,20450,,397,,N/A
Life University,regional-universities-south,GA,Marietta,30060,#110,110,15036,3,915,830,17-19
LIM College,specialty-business,NY,New York,10017,Unranked,-2,30950,3.1,1081,,N/A
Limestone University,regional-colleges-south,SC,Gaffney,29340,#63,63,27500,3.5,1602,975,20-27
Lincoln Christian University,regional-universities-midwest,IL,Lincoln,62656,#149-164,-1,14920,,287,,N/A
Lincoln Memorial University,national-universities,TN,Harrogate,37752,#269,269,26150,3.5,1560,982,18-24
Lincoln University (CA),specialty-business,CA,Oakland,94612,Unranked,-2,11420,,168,,N/A
Lincoln University (MO),regional-colleges-midwest,MO,Jefferson City,65101,#64,64,15616,,1689,,N/A
Lincoln University (PA),regional-universities-north,PA,Lincoln University,19352,#123,123,18464,3.1,1712,840,15-20
Lindenwood University,regional-universities-midwest,MO,St. Charles,63301,#121,121,19900,3.4,4808,890,19-25
Lindsey Wilson College,regional-universities-south,KY,Columbia,42728,#93,93,27274,3.4,1753,,17-22
Linfield University,national-liberal-arts-colleges,OR,McMinnville,97128,#107,107,49460,3.6,1704,,N/A
Lipscomb University,national-universities,TN,Nashville,37204,#236,236,38824,3.8,2955,1130,23-30
Livingstone College,regional-colleges-south,NC,Salisbury,28144,#78,78,18293,2.7,839,800,14-16
Logan University,regional-universities-midwest,MO,Chesterfield,,Unranked,-2,7800,,372,,N/A
Loma Linda University,national-universities,CA,Loma Linda,92350,Unranked,-2,37332,,1073,,N/A
Long Island University,national-universities,NY,Brookville,11548,#369,369,41492,3.4,11319,1100,23-29
Longwood University,regional-universities-south,VA,Farmville,23909,#21,21,27410,3.6,3154,1020,N/A
Loras College,regional-colleges-midwest,IA,Dubuque,52004,#12,12,38298,3.5,1213,,N/A
Louisiana Christian University,regional-universities-south,LA,Pineville,71359,#105,105,19720,,832,960,18-23
Louisiana State University--Alexandria,regional-colleges-south,LA,Alexandria,71302,#61,61,16640,,3771,970,18-22
Louisiana State University--Baton Rouge,national-universities,LA,Baton Rouge,70803,#185,185,28631,3.8,30952,1140,23-28
Louisiana State University Health Sciences Center,medical,LA,New Orleans,70112,Unranked,-2,18851,,893,,N/A
Louisiana State University--Shreveport,regional-universities-south,LA,Shreveport,71115,#93,93,7519,3.4,2465,1090,19-24
Louisiana Tech University,national-universities,LA,Ruston,71272,#304,304,19608,3.6,10083,1120,22-28
Lourdes University,regional-universities-midwest,OH,Sylvania,43560,#120,120,28650,,912,,17-23
Loyola Marymount University,national-universities,CA,Los Angeles,90045,#93,93,58489,3.9,7299,1300,29-32
Loyola University Chicago,national-universities,IL,Chicago,60660,#142,142,51706,3.8,11703,1190,27-32
Loyola University Maryland,regional-universities-north,MD,Baltimore,21210,#7,7,55480,3.7,3977,1180,26-33
Loyola University New Orleans,national-universities,LA,New Orleans,70118,#260,260,47240,3.6,3289,,N/A
Lubbock Christian University,regional-universities-west,TX,Lubbock,79407,#82,82,26300,3.7,1346,940,19-24
Luther College,national-liberal-arts-colleges,IA,Decorah,52101,#116,116,50320,3.6,1610,1075,22-29
Lycoming College,national-liberal-arts-colleges,PA,Williamsport,17701,#107,107,47450,3.6,1067,1053,20-25
Lynn University,regional-universities-south,FL,Boca Raton,33431,#49,49,42950,3.4,2792,1033,21-25
Lyon College,national-liberal-arts-colleges,AR,Batesville,72503,#167,167,31000,3.6,495,1020,21-26
Macalester College,national-liberal-arts-colleges,MN,St. Paul,55105,#27,27,64908,,2175,1370,31-34
Madonna University,regional-universities-midwest,MI,Livonia,48150,#84,84,27360,3.5,1780,870,14-15
Maharishi International University,regional-universities-midwest,IA,Fairfield,52557,#149-164,-1,16530,,655,,N/A
Maine College of Art,specialty-arts,ME,Portland,04101,Unranked,-2,39830,,409,,N/A
Maine Maritime Academy,regional-colleges-north,ME,Castine,04420,#5,5,30226,3.4,878,1075,22-29
Malone University,regional-universities-midwest,OH,Canton,44709,#101,101,36120,,1018,993,18-24
Manchester University,regional-universities-midwest,IN,North Manchester,46962,#60,60,35772,,981,,N/A
Manhattan Christian College,faith,KS,Manhattan,66502,Unranked,-2,17914,,158,,N/A
Manhattan College,regional-universities-north,NY,Riverdale,10471,#13,13,50848,3.6,3060,1140,23-30
Manhattan School of Music,specialty-arts,NY,New York,10027,Unranked,-2,52550,,500,,N/A
Manhattanville College,regional-universities-north,NY,Purchase,10577,#80,80,42550,3.3,1290,1040,20-26
Manor College,regional-colleges-north,PA,,,Unranked,-2,19414,,660,,N/A
Maranatha Baptist University,regional-universities-midwest,WI,Watertown,53094,#133,133,18810,3.6,738,990,19-26
Maria College of Albany,health,NY,Albany,12208,Unranked,-2,16510,,752,,N/A
Marian University (IN),national-universities,IN,Indianapolis,46222,#280,280,39100,,2860,,N/A
Marian University (WI),regional-universities-midwest,WI,Fond du Lac,54935,#124,124,33000,,1086,800,18-23
Marietta College,regional-colleges-midwest,OH,Marietta,45750,#18,18,38974,3.5,1109,940,18-24
Marist College,regional-universities-north,NY,Poughkeepsie,12601,#10,10,46110,3.6,5475,1209,25-30
Marquette University,national-universities,WI,Milwaukee,53201,#86,86,48700,3.6,7528,1170,26-31
Marshall University,national-universities,WV,Huntington,25755,#332,332,19658,3.7,7962,910,18-24
Mars Hill University,regional-colleges-south,NC,Mars Hill,28754,#20,20,37270,3.5,994,950,18-24
Martin Luther College,special-focus,MN,New Ulm,56073,Unranked,-2,17770,,755,,N/A
Martin University,national-liberal-arts-colleges,IN,Indianapolis,46218,#186-204,-1,13200,,180,,N/A
Mary Baldwin University,national-universities,VA,Staunton,24401,#395-435,-1,33127,3.2,1314,930,16-24
Maryland Institute College of Art,specialty-arts,MD,Baltimore,21217,Unranked,-2,53815,,1540,,N/A
Marymount Manhattan College,national-liberal-arts-colleges,NY,New York,10021,#174,174,40260,3.4,1608,1080,22-28
Marymount University,national-universities,VA,Arlington,22207,#320,320,38250,3.3,2275,,N/A
Maryville College,national-liberal-arts-colleges,TN,Maryville,37804,#172,172,38514,3.4,1065,930,19-27
Maryville University of St. Louis,national-universities,MO,St Louis,63141,#249,249,27166,3.5,5809,960,19-25
Marywood University,regional-universities-north,PA,Scranton,18509,#50,50,39570,3.6,1916,1030,18-26
Massachusetts College of Art and Design,specialty-arts,MA,Boston,02115,Unranked,-2,42190,,1833,,N/A
Massachusetts College of Liberal Arts,national-liberal-arts-colleges,MA,North Adams,01247,#121,121,21859,3.3,838,,N/A
Massachusetts Institute of Technology,national-universities,MA,Cambridge,02139,#2,2,60156,,4657,1520,35-36
Massachusetts Maritime Academy,regional-universities-north,MA,Buzzards Bay,02532,#11,11,24186,3.3,1327,,N/A
The Master's University and Seminary,national-universities,CA,Santa Clarita,91321,#332,332,32870,,1765,,N/A
Mayville State University,regional-colleges-midwest,ND,Mayville,58257,#60,60,12487,,1147,,16-24
McDaniel College,regional-universities-north,MD,Westminster,21157,#80,80,49647,3.7,1762,1020,23-29
McKendree University,regional-universities-midwest,IL,Lebanon,62254,#84,84,34070,3.3,1483,920,18-24
McMurry University,regional-colleges-west,TX,Abilene,79697,#23,23,31162,3.8,1231,1040,20-25
McNeese State University,regional-universities-south,LA,Lake Charles,70609,#86,86,9940,,5707,970,18-24
McPherson College,regional-colleges-midwest,KS,McPherson,67460,#27,27,35162,3.3,815,908,17-23
MCPHS University,health,MA,Boston,02115,Unranked,-2,37230,,3668,,N/A
Medgar Evers College--CUNY,national-liberal-arts-colleges,NY,Brooklyn,11225,#182,182,18920,,3640,,N/A
Medical University of South Carolina,special-focus-research,SC,Charleston,29425,Unranked,-2,29509,,334,,N/A
Menlo College,specialty-business,CA,Atherton,94027,Unranked,-2,49090,,745,,N/A
Mercer University,national-universities,GA,Macon,31207,#170,170,40890,3.9,4859,1190,26-31
Mercy College of Health Sciences,health,IA,Des Moines,50309,Unranked,-2,16632,3,909,,N/A
Mercy College of Ohio,health,OH,Toledo,43604,Unranked,-2,18950,,1120,,N/A
Mercyhurst University,regional-universities-north,PA,Erie,16546,#54,54,44510,3.5,2446,1050,21-27
Mercy University,regional-universities-north,NY,Dobbs Ferry,10522,#123,123,22106,3.3,6379,910,23-27
Meredith College,national-liberal-arts-colleges,NC,Raleigh,27607,#130,130,43936,3.5,1322,1140,22-28
Merrimack College,regional-universities-north,MA,North Andover,01845,#33,33,51786,3.5,4229,1020,22-28
Messiah University,regional-universities-north,PA,Mechanicsburg,17055,#33,33,40640,3.8,2495,1090,25-30
Methodist College,health,IL,Peoria,,Unranked,-2,18008,,514,,N/A
Methodist University,regional-universities-south,NC,Fayetteville,28311,#91,91,39664,3.6,1448,1063,23-26
Metropolitan College of New York,regional-universities-north,NY,New York,10006,#151-167,-1,20188,,402,,N/A
Metropolitan State University,regional-universities-midwest,MN,St. Paul,55106,#96,96,9684,,6000,,N/A
Metropolitan State University of Denver,regional-universities-west,CO,Denver,80217,#94,94,29630,2.6,15848,920,16-23
MGH Institute of Health Professions,health,MA,Boston,,Unranked,-2,86395,,195,,N/A
Miami Dade College,regional-colleges-south,FL,Miami,33132,Unranked,-2,14437,,47245,,N/A
Miami International University of Art & Design,regional-colleges-south,FL,Miami,33132,#81,81,10794,,894,,N/A
Miami Regional University,health,FL,,,Unranked,-2,36366,,393,,N/A
Miami University--Hamilton,regional-colleges-midwest,OH,Hamilton,,#58,58,18196,,2289,,N/A
Miami University--Middletown,regional-colleges-midwest,OH,Middletown,,#58,58,18196,,1492,,N/A
Miami University--Oxford,national-universities,OH,Oxford,45056,#133,133,38127,3.9,16865,1160,24-29
Michigan State University,national-universities,MI,East Lansing,48824,#60,60,41958,3.8,39201,1100,24-30
Michigan Technological University,national-universities,MI,Houghton,49931,#151,151,41340,3.8,5710,1130,24-30
Mid-America Christian University,regional-universities-west,OK,Oklahoma City,73170,#105-115,-1,18838,,1662,,N/A
MidAmerica Nazarene University,regional-universities-midwest,KS,Olathe,66062,#112,112,36120,3.4,1159,916,17-24
Mid-Atlantic Christian University,regional-colleges-south,NC,Elizabeth City,27909,#76,76,17040,,145,760,14-21
Middlebury College,national-liberal-arts-colleges,VT,Middlebury,05753,#11,11,65280,,2773,1410,33-35
Middle Georgia State University,regional-universities-south,GA,Macon,31206,#105,105,17332,,7259,910,15-23
Middle Tennessee State University,national-universities,TN,Murfreesboro,37132,#304,304,29584,3.6,17438,1020,19-26
Midland College,regional-colleges-west,TX,Midland,79705,Unranked,-2,5880,,5016,,N/A
Midland University,regional-universities-midwest,NE,Fremont,68025,#147,147,38300,,1401,905,19-23
Midway University,regional-universities-south,KY,Midway,40347,#76,76,26080,3.2,1663,1010,19-26
Midwestern Baptist Theological Seminary,faith,MO,Kansas City,,Unranked,-2,9480,,942,,N/A
Midwestern State University,regional-universities-west,TX,Wichita Falls,76308,#52,52,11726,,4818,910,17-23
Miles College,regional-colleges-south,AL,Birmingham,35208,#86,86,12714,,1520,,N/A
Millersville University of Pennsylvania,regional-universities-north,PA,Millersville,17551,#116,116,21982,3.5,5851,980,N/A
Milligan University,regional-universities-south,TN,Milligan,37682,#15,15,39350,3.9,737,1065,21-26
Millikin University,regional-colleges-midwest,IL,Decatur,62522,#15,15,43570,3.6,1708,930,20-27
Millsaps College,national-liberal-arts-colleges,MS,Jackson,39210,#124,124,43815,,637,1135,21-28
Milwaukee Institute of Art and Design,specialty-arts,WI,Milwaukee,53202,Unranked,-2,41140,,898,,N/A
Milwaukee School of Engineering,regional-universities-midwest,WI,Milwaukee,53202,#2,2,48421,3.7,2575,1170,25-31
Minneapolis College of Art and Design,specialty-arts,MN,Minneapolis,55404,Unranked,-2,42560,,675,,N/A
Minnesota State University--Mankato,regional-universities-midwest,MN,Mankato,56001,#67,67,19366,3.4,12548,,18-23
Minnesota State University--Moorhead,regional-universities-midwest,MN,Moorhead,56563,#52,52,19072,,4026,1040,19-25
Minot State University,regional-universities-midwest,ND,Minot,58707,#120,120,8634,3.4,2530,992,17-23
MiraCosta College,regional-colleges-west,CA,Oceanside,92056,Unranked,-2,8448,,11125,,N/A
Misericordia University,national-universities,PA,Dallas,18612,#227,227,38370,3.5,1777,1000,22-23
Mississippi College,national-universities,MS,Clinton,39058,#369,369,21698,3.7,2396,,21-28
Mississippi State University,national-universities,MS,Mississippi State,39762,#216,216,26580,3.6,18305,1070,21-29
Mississippi University for Women,regional-universities-south,MS,Columbus,39701,#27,27,8092,3.5,2080,,17-23
Mississippi Valley State University,regional-universities-south,MS,Itta Bena,38941,#120,120,7334,2.8,1654,,13-18
Missouri Baptist University,regional-universities-midwest,MO,St. Louis,63141,#149-164,-1,33316,,4251,870,17-29
Missouri Southern State University,regional-universities-midwest,MO,Joplin,64801,#141,141,16800,3.4,4052,960,18-24
Missouri State University,national-universities,MO,Springfield,65897,#342,342,17144,,18837,1010,20-26
Missouri University of Science and Technology,national-universities,MO,Rolla,65409,#185,185,31862,3.8,5501,1173,25-31
Missouri Valley College,regional-colleges-midwest,MO,Marshall,65340,#68-74,-1,22450,,1741,750,16-21
Missouri Western State University,regional-universities-midwest,MO,St. Joseph,64507,#140,140,16100,3.1,3824,,16-22
Mitchell College,regional-colleges-north,CT,New London,06320,#35,35,37250,,526,,N/A
Modesto Junior College,regional-colleges-west,CA,Modesto,95350,Unranked,-2,7308,,14642,,N/A
Molloy University,regional-universities-north,NY,Rockville Centre,11571,#50,50,37840,3.7,3271,1080,24-28
Monmouth College,national-liberal-arts-colleges,IL,Monmouth,61462,#129,129,43520,,755,1080,23-28
Monmouth University,regional-universities-north,NJ,West Long Branch,07764,#17,17,44850,3.6,3811,1110,22-30
Monroe College,regional-universities-north,NY,Bronx,11468,#64,64,17922,2.6,5916,,N/A
Montana State University,national-universities,MT,Bozeman,59717,#303,303,27990,,14648,1070,20-27
Montana State University--Billings,regional-universities-west,MT,Billings,59101,#102,102,19847,3.3,3665,,17-22
Montana State University--Northern,regional-colleges-west,MT,Havre,59501,#18,18,18665,,1008,,N/A
Montana Technological University,regional-universities-west,MT,Butte,59701,#41,41,24720,3.5,2092,1050,18-24
Montclair State University,national-universities,NJ,Montclair,07043,#163,163,22470,3.3,17290,950,N/A
Montreat College,regional-colleges-south,NC,Montreat,28757,#72,72,30810,,853,1030,21-28
Montserrat College of Art,regional-colleges-north,MA,Beverly,01915,#21,21,37850,,341,,N/A
Moody Bible Institute,faith,IL,Chicago,60610,Unranked,-2,13898,,1753,,N/A
Moore College of Art & Design,specialty-arts,PA,Philadelphia,19103,Unranked,-2,47990,,357,,N/A
Moravian University,regional-universities-north,PA,Bethlehem,18018,#39,39,52000,3.6,1904,1060,21-26
Morehead State University,regional-universities-south,KY,Morehead,40351,#45,45,14706,3.5,8218,1000,18-25
