institution.displayName,institution.state,institution.city,institution.isPublic,ranking.displayRank,searchData.tuition.rawValue,searchData.acceptanceRate.rawValue,searchData.hsGpaAvg.rawValue,searchData.enrollment.rawValue,searchData.testAvgs.displayValue.0.value,searchData.testAvgs.displayValue.1.value
Stephen F. Austin State University,TX,Nacogdoches,True,#39,22876,89,,9823,950-1140,17-23
Stephens College,MO,Columbia,True,#83,25586,64,,409,1030-1170,19-23
Sterling College (KS),KS,Sterling,True,#45,30000,61,3.3,683,938-1123,18-24
Sterling College (VT),VT,Craftsbury Common,True,#32,39200,100,,126,N/A,N/A
Stetson University,FL,DeLand,True,#4,55220,94,3.8,2561,1110-1305,25-29
Stevens Institute of Technology,NJ,Hoboken,True,#76,60952,46,3.9,3988,1380-1510,31-34
Stevenson University,MD,Owings Mills,True,#91,39708,84,3.1,2985,N/A,N/A
St. Francis College,NY,Brooklyn,True,#18,27298,85,,2372,990-1240,22-26
St. Francis Medical Center College of Nursing,IL,Peoria,True,Unranked,22008,,,244,N/A,N/A
St. Francis University,PA,Loretto,True,#30,40520,73,3.7,2460,1030-1240,20-26
Stillman College,AL,Tuscaloosa,True,#74,11392,76,,728,N/A,N/A
St. John Fisher University,NY,Rochester,True,#185,39666,73,3.5,2629,1090-1260,23-29
St. John's College (IL),IL,Springfield,True,Unranked,25466,,,93,N/A,N/A
St. John's College (MD),MD,Annapolis,True,#75,39126,50,3.8,462,1250-1460,30-33
St. John's College (NM),NM,Santa Fe,True,#93,39356,54,3.7,366,1290-1470,30-32
St. John's University (MN),MN,Collegeville,True,#82,53942,86,3.5,1528,915-1185,21-26
St. John's University (NY),NY,Queens,True,#163,50110,85,,15652,1110-1310,24-29
St. John Vianney College Seminary,FL,Miami,True,Unranked,23100,95,,37,N/A,N/A
St. Joseph's College (ME),ME,Standish,True,#91,41586,81,,1066,1020-1230,N/A
St. Joseph Seminary College,LA,St. Benedict,True,Unranked,24725,,,114,N/A,N/A
"St. Joseph's University, New York",NY,Brooklyn,True,#45,34525,77,3.5,3556,1093-1306,23-27
St. Lawrence University,NY,Canton,True,#59,63870,63,3.7,2145,1240-1410,29-32
St Luke's College,IA,Sioux City,True,Unranked,20940,100,,202,N/A,N/A
St. Mary's College of Maryland,MD,St. Marys City,True,#82,31312,77,3.5,1513,1130-1370,28-30
St. Mary's University of San Antonio,TX,San Antonio,True,#14,36242,86,3.6,2001,N/A,N/A
St. Norbert College,WI,De Pere,True,#93,44432,84,3.6,1814,1010-1270,21-27
Stockton University,NJ,Galloway,True,#159,23420,86,3.6,8138,1050-1250,18-25
St. Olaf College,MN,Northfield,True,#51,56970,56,3.7,3046,1300-1480,28-33
Stone Child College,MT,Boneau,True,Unranked,2645,,,373,N/A,N/A
Stonehill College,MA,Easton,True,#86,52300,73,3.4,2536,N/A,N/A
Stony Brook University--SUNY,NY,Stony Brook,True,#58,30350,49,3.9,17509,1320-1500,28-34
St. Petersburg College,FL,St. Petersburg,True,Unranked,8513,,,24543,N/A,N/A
Stratford University,VA,Alexandria,True,Unranked,,,,1240,N/A,N/A
Strayer University,DC,Washington,True,Unranked,13515,,,368,N/A,N/A
St. Thomas Aquinas College,NY,Sparkill,True,#119,37870,87,3.1,1859,920-1270,N/A
St. Thomas University,FL,Miami Gardens,True,#395-435,34770,65,,3980,860-1060,16-21
Suffolk University,MA,Boston,True,#249,45380,87,3.4,4437,1100-1300,25-30
Sullivan University,KY,Louisville,True,Unranked,14220,,,2085,N/A,N/A
Sul Ross State University,TX,Alpine,True,#95,17729,97,3.3,1550,850-1080,16-21
SUM Bible College and Theological Seminary,CA,El Dorado Hills,True,Unranked,10730,100,,416,N/A,N/A
SUNY Brockport,NY,Brockport,True,#64,15768,68,2.9,5149,1070-1240,18-26
SUNY Buffalo State University,NY,Buffalo,True,#119,18906,86,2.9,5464,940-1178,N/A
SUNY Cobleskill,NY,Cobleskill,True,#12,18544,84,3,1783,910-1150,17-26
SUNY College--Cortland,NY,Cortland,True,#60,18760,60,3.4,5994,1100-1250,N/A
SUNY College of Environmental Science and Forestry,NY,Syracuse,True,#115,21036,70,3.7,1621,N/A,N/A
SUNY College of Technology at Canton,NY,Canton,True,#9,18719,95,3.1,2944,950-1140,N/A
SUNY College of Technology--Delhi,NY,Delhi,True,#20,12490,83,3,2481,N/A,N/A
SUNY College--Old Westbury,NY,Old Westbury,True,#94,18278,77,,4033,1070-1260,N/A
SUNY Downstate Health Sciences University,NY,Brooklyn,True,Unranked,18493,,,193,N/A,N/A
SUNY Empire State College,NY,Saratoga Springs,True,#151-167,17540,61,,7735,N/A,N/A
SUNY--Fredonia,NY,Fredonia,True,#69,18705,85,3.3,3217,1080-1300,18-23
SUNY--Geneseo,NY,Geneseo,True,#12,19206,75,3.7,4136,1160-1320,25-30
SUNY Maritime College,NY,Throggs Neck,True,#25,18480,80,3.3,1295,1140-1300,24-28
SUNY Morrisville,NY,Morrisville,True,#26,13800,84,2.7,1803,980-1270,16-23
SUNY--New Paltz,NY,New Paltz,True,#24,18434,58,3.6,6090,1160-1340,25-29
SUNY--Oneonta,NY,Oneonta,True,#30,18704,73,3.5,4859,1090-1250,24-28
SUNY Oswego,NY,Oswego,True,#39,18679,84,3.3,5985,1070-1260,22-29
SUNY Plattsburgh,NY,Plattsburgh,True,#54,18860,70,3.1,4004,1050-1260,21-30
SUNY Polytechnic Institute,NY,Utica,True,#25,19338,82,3.7,1990,1050-1410,26-32
SUNY Potsdam,NY,Potsdam,True,#80,18622,83,3.4,2082,N/A,N/A
Susquehanna University,PA,Selinsgrove,True,#107,57400,88,3.7,2199,1088-1280,23-30
Swarthmore College,PA,Swarthmore,True,#4,62412,7,,1625,1440-1560,32-35
Sweet Briar College,VA,Sweet Briar,True,#180,23590,78,3.9,457,1010-1350,19-29
Syracuse University,NY,Syracuse,True,#67,63061,52,3.8,15421,1260-1430,28-32
Tabor College,KS,Hillsboro,True,#36,35050,53,,1009,830-1190,17-25
Tacoma Community College,WA,Tacoma,True,Unranked,10649,,,5359,N/A,N/A
Talladega College,AL,Talladega,True,#61,15650,49,,832,N/A,N/A
Tallahassee Community College,FL,Tallahassee,True,Unranked,8062,,,11935,N/A,N/A
Tarleton State University,TX,Stephenville,True,#376,21932,57,,12012,950-1150,18-24
Taylor University,IN,Upland,True,#3,38440,75,3.7,2193,1090-1310,23-30
Temple University,PA,Philadelphia,True,#89,35956,80,3.4,24106,1120-1370,24-31
Tennessee State University,TN,Nashville,True,#395-435,21692,93,3.6,7678,978-1233,15-20
Tennessee Tech University,TN,Cookeville,True,#249,15030,77,3.7,8537,1000-1240,21-27
Tennessee Wesleyan University,TN,Athens,True,#15,29264,61,3.5,935,930-1170,18-24
Texas A&M International University,TX,Laredo,True,#44,21720,66,3.8,6979,910-1110,16-21
Texas A&M University,TX,College Station,True,#47,40607,63,,57512,1150-1390,25-31
Texas A&M University--Commerce,TX,Commerce,True,#369,22626,42,3.3,7201,913-1150,16-23
Texas A&M University--Corpus Christi,TX,Corpus Christi,True,#395-435,23727,80,3.4,7824,980-1200,18-24
Texas A&M University--Kingsville,TX,Kingsville,True,#352,11445,97,3.4,4845,890-1110,16-21
Texas A&M University--San Antonio,TX,San Antonio,True,Unranked,22764,73,,6404,N/A,N/A
Texas A&M University--Texarkana,TX,Texarkana,True,#75,9866,96,,1769,850-1150,17-25
Texas Christian University,TX,Fort Worth,True,#98,57220,56,3.7,10523,1140-1360,26-31
Texas College,TX,Tyler,True,#45-48,10008,,,731,N/A,N/A
Texas Lutheran University,TX,Seguin,True,#11,34920,92,3,1329,1030-1220,20-27
Texas Southern University,TX,Houston,True,#395-435,21413,97,3,6830,820-1000,15-19
Texas State University,TX,San Marcos,True,#280,24447,88,,33834,980-1180,19-26
Texas Tech University,TX,Lubbock,True,#216,24092,67,3.6,32579,1090-1280,23-28
Texas Tech University Health Sciences Center-El Paso,TX,El Paso,True,Unranked,25456,,,267,N/A,N/A
Texas Tech University Health Sciences Center-Lubbock,TX,Lubbock,True,Unranked,23057,,,1468,N/A,N/A
Texas Wesleyan University,TX,Fort Worth,True,#395-435,36128,58,,1775,920-1100,16-22
Texas Woman's University,TX,Denton,True,#332,23140,94,3.2,10150,930-1140,16-22
Thiel College,PA,Greenville,True,#23,36864,82,3.3,800,965-1165,17-24
Thomas Aquinas College,CA,Santa Paula,True,#67,28700,85,3.8,516,1215-1400,27-32
Thomas College,ME,Waterville,True,#146,30896,81,3.4,1304,980-1238,N/A
Thomas Edison State University,NJ,Trenton,True,Unranked,9556,,,8754,N/A,N/A
Thomas Jefferson University,PA,Philadelphia,True,#142,45733,87,3.7,3771,1120-1330,26-31
Thomas More College of Liberal Arts,NH,Merrimack,True,Unranked,28000,,,89,N/A,N/A
Thomas More University,KY,Crestview Hills,True,#79,38400,94,3.5,1829,1005-1256,18-25
Thomas University,GA,Thomasville,True,#122,11080,29,,793,780-1240,11-29
Tiffin University,OH,Tiffin,True,#145,30120,74,,2204,N/A,N/A
Toccoa Falls College,GA,Toccoa Falls,True,#30,23250,68,3.5,2008,990-1240,18-24
Tougaloo College,MS,Tougaloo,True,#181,11398,49,,657,790-1090,16-21
Touro University,NY,New York,True,#195,21810,71,3.3,4860,1220-1428,25-32
Touro University Nevada,NV,Henderson,True,Unranked,10290,,,55,N/A,N/A
Towson University,MD,Towson,True,#21,28326,79,3.8,16861,1010-1230,19-25
Transylvania University,KY,Lexington,True,#121,44980,91,3.7,981,1120-1360,23-29
Trevecca Nazarene University,TN,Nashville,True,#382,27300,71,3.5,1867,1010-1250,18-25
Trine University,IN,Angola,True,#14,35600,92,3.6,3794,1020-1250,22-28
Trinity Bible College and Graduate School,ND,Ellendale,True,Unranked,18216,97,,161,N/A,N/A
Trinity Christian College,IL,Palos Heights,True,#15,20100,71,3.5,854,910-1110,20-29
Trinity College,CT,Hartford,True,#39,67420,36,,2167,1300-1470,30-32
Trinity College of Nursing & Health Sciences,IL,Rock Island,True,Unranked,27955,,,108,N/A,N/A
Trinity International University,IL,Deerfield,True,#395-435,33898,91,,517,980-1120,15-21
Trinity University,TX,San Antonio,True,#59,51352,31,3.8,2512,1310-1470,29-33
Trinity Washington University,DC,Washington,True,#121,25610,97,,1441,N/A,N/A
Trocair College,NY,BUffalo,True,Unranked,19250,47,,1101,N/A,N/A
Troy University,AL,Troy,True,#55,24480,95,3.4,10768,950-1150,17-24
Truckee Meadows Community College,NV,,True,Unranked,10639,,,9431,N/A,N/A
Truett McConnell University,GA,Cleveland,True,#63,25568,69,3.3,2683,1000-1210,18-23
Truman State University,MO,Kirksville,True,#5,17856,45,3.8,3622,1070-1330,23-29
Tufts University,MA,Medford,True,#40,67844,10,,6815,1450-1550,33-35
Tulane University,LA,New Orleans,True,#73,65538,11,3.7,7350,1370-1510,31-33
Turtle Mountain Community College,ND,Belcourt,True,Unranked,2482,,,472,N/A,N/A
Tusculum University,TN,Greeneville,True,#86,28500,81,3.4,1111,910-1110,17-22
Tuskegee University,AL,Tuskegee,True,#8,22679,30,3.3,2100,960-1220,18-24
Tyler Junior College,TX,Tyler,True,Unranked,5482,,,11913,N/A,N/A
Union College (KY),KY,Barbourville,True,#113,30946,56,,789,955-1148,16-22
Union College (NE),NE,Lincoln,True,#15,27990,76,,483,860-1070,17-25
Union College (NY),NY,Schenectady,True,#45,66456,47,3.7,2107,1310-1490,29-33
Union Institute and University,OH,Cincinnati,True,Unranked,17141,,,489,N/A,N/A
Union University,TN,Jackson,True,#249,38300,53,3.8,1899,1100-1370,23-30
United States Air Force Academy,CO,USAF Academy,True,#7,0,13,3.8,4085,1310-1480,28-33
United States Coast Guard Academy,CT,New London,True,#1,0,15,3.8,1037,1160-1365,26-31
United States International University--Kenya,,Nairobi,True,Unranked,,,,0,N/A,N/A
United States Merchant Marine Academy,NY,Kings Point,True,#3,2016,29,,931,1150-1330,25-28
United States Military Academy at West Point,NY,West Point,True,#8,0,12,3.9,4393,1220-1450,27-33
United States Naval Academy,MD,Annapolis,True,#3,0,11,3.7,4450,1200-1440,25-32
United States University,CA,Chula Vista,True,Unranked,6630,,,188,N/A,N/A
United Tribes Technical College,ND,Bismarck,True,Unranked,4252,,,474,N/A,N/A
Unitek College,CA,,True,Unranked,36630,,,4188,N/A,N/A
Unity Environmental University,ME,Unity,True,#151-167,12640,91,,1991,N/A,N/A
Universidad Adventista de las Antillas,PR,Mayaguez,True,#96,7700,100,,863,N/A,N/A
Universidad Ana G. Mendez--Carolina Campus,PR,Carolina,True,#123-135,6920,,,5495,N/A,N/A
Universidad Ana G. Mendez--Cupey Campus,PR,Rio Piedras,True,#123-135,6920,,,6116,N/A,N/A
Universidad Ana G. Mendez--Gurabo Campus,PR,Gurabo,True,#395-435,6920,,,8772,N/A,N/A
Universidad Central Del Caribe,PR,Bayamon,True,Unranked,6597,58,,94,N/A,N/A
Universidad del Sagrado Corazon,PR,Santurce,True,#120,6170,62,,3611,N/A,N/A
Universidad Politecnica de Puerto Rico,PR,Hato Rey,True,#123-135,9102,74,3.5,3665,N/A,N/A
University at Albany--SUNY,NY,Albany,True,#133,28998,68,3.8,12264,1120-1320,22-31
University at Buffalo--SUNY,NY,Buffalo,True,#76,30571,68,3.8,20761,1190-1380,25-32
University of Advancing Technology,AZ,Tempe,True,#27,18794,91,,851,N/A,N/A
The University of Akron,OH,Akron,True,#361,17239,83,3.5,11323,980-1230,18-25
The University of Alabama,AL,Tuscaloosa,True,#170,33200,80,3.8,32458,1130-1410,23-31
University of Alabama at Birmingham,AL,Birmingham,True,#142,26520,87,3.8,13032,1200-1410,23-30
University of Alabama at Huntsville,AL,Huntsville,True,#227,24770,78,,7169,1226-1430,25-31
University of Alaska--Anchorage,AK,Anchorage,True,#86,25356,65,3.4,9991,1030-1250,18-25
University of Alaska--Fairbanks,AK,Fairbanks,True,#389,22032,65,,5844,1110-1360,17-27
University of Alaska--Southeast,AK,Juneau,True,#105-115,21096,63,,1724,N/A,N/A
University of Antelope Valley,CA,Lancaster,True,#12,67080,,,550,N/A,N/A
University of Arizona,AZ,Tucson,True,#115,37355,87,3.5,40407,1140-1370,21-29
University of Arkansas,AR,Fayetteville,True,#178,28772,79,3.8,26269,1030-1220,21-29
University of Arkansas at Little Rock,AR,Little Rock,True,#390,18957,56,3.3,6236,770-1200,18-24
University of Arkansas for Medical Sciences,AR,Little Rock,True,Unranked,16114,,,1084,N/A,N/A
University of Arkansas -- Fort Smith,AR,Fort Smith,True,#34,17095,98,3.4,5335,N/A,18-23
University of Arkansas--Monticello,AR,Monticello,True,#123-135,14281,,,2258,N/A,N/A
University of Arkansas--Pine Bluff,AR,Pine Bluff,True,#41,15838,69,3,2182,805-1045,14-18
University of Baltimore,MD,Baltimore,True,#104,23490,61,3.1,1406,920-1050,N/A
University of Bridgeport,CT,Bridgeport,True,#389,35760,73,,1873,950-1130,N/A
"University of California, Berkeley",CA,Berkeley,True,#15,48465,11,3.9,32831,N/A,N/A
"University of California, Davis",CA,Davis,True,#28,46043,37,,31532,N/A,N/A
"University of California, Irvine",CA,Irvine,True,#33,47759,21,,28661,N/A,N/A
"University of California, Los Angeles",CA,Los Angeles,True,#15,46326,9,3.9,32423,N/A,N/A
"University of California, Merced",CA,Merced,True,#60,43777,89,3.6,8344,N/A,N/A
"University of California, Riverside",CA,Riverside,True,#76,46266,69,3.9,22903,N/A,N/A
"University of California, San Diego",CA,La Jolla,True,#28,48630,24,3.9,33096,N/A,N/A
"University of California, Santa Barbara",CA,Santa Barbara,True,#35,45658,26,3.9,23460,N/A,N/A
"University of California, Santa Cruz",CA,Santa Cruz,True,#82,47862,47,3.9,17502,N/A,N/A
University of Central Arkansas,AR,Conway,True,#394-435,17258,91,3.6,7994,940-1130,19-25
University of Central Florida,FL,Orlando,True,#124,22467,41,3.9,58749,1200-1360,25-29
University of Central Missouri,MO,Warrensburg,True,#67,18060,71,3.6,7345,N/A,18-24
University of Central Oklahoma,OK,Edmond,True,#67,19121,81,,11771,N/A,18-24
University of Charleston,WV,Charleston,True,#395-435,31900,70,,2162,N/A,N/A
University of Chicago,IL,Chicago,True,#12,65619,5,,7470,1500-1580,34-35
University of Cincinnati,OH,Cincinnati,True,#142,27140,86,3.7,29989,1160-1360,24-29
University of Cincinnati--UC Blue Ash College,OH,Cincinnati,True,Unranked,15588,,,6133,N/A,N/A
University of Colorado Boulder,CO,Boulder,True,#105,41966,79,3.7,31103,1160-1390,26-31
University of Colorado Colorado Springs,CO,Colorado Springs,True,#395-435,27072,95,,9540,N/A,N/A
University of Colorado Denver,CO,Denver,True,#236,35106,75,3.5,14055,1030-1260,21-27
University of Connecticut,CT,Storrs,True,#58,43034,55,,18983,1220-1440,28-33
University of Dallas,TX,Irving,True,#18,50880,59,3.9,1453,1170-1400,23-31
University of Dayton,OH,Dayton,True,#133,47600,74,3.8,8416,1150-1360,23-30
University of Delaware,DE,Newark,True,#76,39720,72,3.9,18883,1190-1360,26-31
University of Denver,CO,Denver,True,#124,59340,78,3.8,6160,1220-1400,28-32
University of Detroit Mercy,MI,Detroit,True,#185,31058,91,3.6,3156,960-1208,21-26
University of Dubuque,IA,Dubuque,True,#84,40065,85,3.4,1444,950-1160,19-24
University of Evansville,IN,Evansville,True,#13,42676,76,3.7,1717,1045-1300,21-28
University of Findlay,OH,Findlay,True,#332,40186,86,3.6,3906,1020-1250,20-26
University of Florida,FL,Gainesville,True,#28,28658,23,3.9,34552,1300-1490,28-33
University of Georgia,GA,Athens,True,#47,30220,43,,30714,1220-1420,27-32
University of Guam,GU,Mangilao,True,#64,11414,100,3.4,2669,N/A,N/A
University of Hartford,CT,West Hartford,True,#304,47648,83,,3969,1090-1300,22-29
University of Hawaii at Hilo,HI,Hilo,True,#352,20798,51,3.6,2593,960-1200,16-21
University of Hawaii at Manoa,HI,Honolulu,True,#170,34218,73,3.7,14198,1070-1290,18-24
University of Hawaii--Maui College,HI,Kahului,True,Unranked,8420,,,2724,N/A,N/A
University of Hawaii--West Oahu,HI,Kapolei,True,#15,20544,96,3.4,2913,1040-1150,16-22
University of Health Sciences & Pharmacy in St. Louis,MO,St. Louis,True,Unranked,31280,91,,255,N/A,N/A
University of Holy Cross,LA,New Orleans,True,#86,19470,87,,774,N/A,16-21
University of Houston,TX,Houston,True,#133,27110,66,3.5,37943,1160-1330,23-29
University of Houston--Clear Lake,TX,Houston,True,#304,26081,70,3.6,6254,990-1173,18-23
University of Houston--Downtown,TX,Houston,True,#62,21489,88,3.3,12856,920-1080,16-20
University of Houston--Victoria,TX,Victoria,True,#95,16941,53,,3037,N/A,N/A
University of Idaho,ID,Moscow,True,#185,28052,74,3.5,8809,990-1250,20-27
University of Illinois--Chicago,IL,Chicago,True,#82,32833,79,3.5,21807,1110-1340,24-30
University of Illinois--Springfield,IL,Springfield,True,#24,22017,82,3.5,2393,988-1220,20-27
University of Illinois Urbana-Champaign,IL,Champaign,True,#35,36068,45,,35120,1340-1530,29-34
University of Indianapolis,IN,Indianapolis,True,#304,36136,76,3.5,3613,960-1180,19-26
University of Iowa,IA,Iowa City,True,#93,32927,86,3.8,21973,1130-1340,22-28
University of Jamestown,ND,Jamestown,True,#112,24200,76,,1097,900-1140,17-24
University of Kansas,KS,Lawrence,True,#151,28035,88,3.7,19241,1090-1340,21-28
University of Kentucky,KY,Lexington,True,#159,33406,95,3.6,22735,1070-1290,21-28
University of La Verne,CA,La Verne,True,#170,48300,75,3.5,2414,970-1303,18-25
University of Louisiana at Lafayette,LA,Lafayette,True,#345,24110,75,3.4,12950,1125-1250,23-27
University of Louisiana at Monroe,LA,Monroe,True,#369,21679,72,,6472,968-1333,20-25
University of Louisville,KY,Louisville,True,#195,29174,80,3.6,15921,1070-1270,19-27
University of Lynchburg,VA,Lynchburg,True,#345,35540,96,,1589,1000-1230,21-28
University of Maine,ME,Orono,True,#249,35346,94,3.4,9774,1060-1280,22-30
University of Maine at Farmington,ME,Farmington,True,#11,23079,94,3.2,1558,990-1245,N/A
University of Maine--Augusta,ME,Augusta,True,#41-44,19778,,,4374,N/A,N/A
University of Maine--Fort Kent,ME,Fort Kent,True,#35,14325,99,,1194,N/A,N/A
University of Maine--Presque Isle,ME,Presque Isle,True,#36,14325,100,,1573,N/A,N/A
University of Mary,ND,Bismarck,True,#376,21062,79,,2579,N/A,N/A
University of Mary Hardin-Baylor,TX,Belton,True,#394-435,33150,96,3.6,3072,970-1200,19-27
"University of Maryland, Baltimore",MD,Baltimore,True,Unranked,42654,,,930,N/A,N/A
"University of Maryland, Baltimore County",MD,Baltimore,True,#133,30308,81,3.9,10625,1210-1400,23-29
"University of Maryland, College Park",MD,College Park,True,#46,40306,44,,30353,1360-1520,30-34
"University of Maryland, Eastern Shore",MD,Princess Anne,True,#369,19728,81,2.9,1933,840-1040,17-22
University of Maryland Global Campus,MD,Adelphi,True,#151-167,12336,,,45100,N/A,N/A
University of Mary Washington,VA,Fredericksburg,True,#154,31154,86,3.6,3493,1170-1340,25-30
University of Massachusetts--Amherst,MA,Amherst,True,#67,39293,64,,24391,1260-1480,29-33
University of Massachusetts--Boston,MA,Boston,True,#216,37211,81,3.4,12221,1080-1300,24-29
University of Massachusetts--Dartmouth,MA,North Dartmouth,True,#209,30992,96,3.3,5517,1020-1260,22-31
University of Massachusetts--Lowell,MA,Lowell,True,#159,35396,86,3.7,12391,1170-1360,25-31
University of Memphis,TN,Memphis,True,#269,18024,95,3.4,16708,930-1230,17-24
University of Miami,FL,Coral Gables,True,#67,59926,19,3.8,12504,1310-1480,30-33
University of Michigan--Ann Arbor,MI,Ann Arbor,True,#21,57273,18,3.9,32695,1350-1530,31-34
University of Michigan--Dearborn,MI,Dearborn,True,#17,31360,54,3.7,6116,1010-1290,22-28
University of Michigan--Flint,MI,Flint,True,#390,25830,66,3.5,4609,930-1220,20-28
University of Minnesota Crookston,MN,Crookston,True,#32,12412,59,,2303,N/A,N/A
University of Minnesota Duluth,MN,Duluth,True,#21,19762,81,3.5,8810,1120-1350,22-28
University of Minnesota Morris,MN,Morris,True,#130,16438,78,3.3,1068,N/A,N/A
"University of Minnesota, Twin Cities",MN,Minneapolis,True,#53,36402,75,,39248,1290-1500,27-32
University of Mississippi,MS,University,True,#163,26980,97,3.6,17302,1030-1220,22-29
University of Missouri,MO,Columbia,True,#124,34322,79,,23752,1140-1340,23-30
University of Missouri--Kansas City,MO,Kansas City,True,#269,30734,69,3.5,10190,1245-1550,21-30
University of Missouri--St. Louis,MO,St. Louis,True,#260,31516,51,3.4,12431,1040-1210,20-26
University of Mobile,AL,Mobile,True,#76,26120,84,3.6,1845,1115,21-27
University of Montana,MT,Missoula,True,#361,31622,95,3.3,7215,1080-1278,19-26
University of Montana Western,MT,Dillon,True,#23,18961,37,3.3,1424,870-1210,16-23
University of Montevallo,AL,Montevallo,True,#20,26730,60,3.6,2172,970-1200,19-26
University of Mount Olive,NC,Mount Olive,True,#78,23591,83,,2085,990-1150,16-21
University of Mount Union,OH,Alliance,True,#32,35400,76,3.5,1889,960-1180,19-26
University of Nebraska at Kearney,NE,Kearney,True,#29,15920,86,3.6,4269,1000-1200,19-25
University of Nebraska -- Lincoln,NE,Lincoln,True,#159,27748,79,3.6,19189,1110-1340,22-28
University of Nebraska Medical Center,NE,Omaha,True,Unranked,33890,,,936,N/A,N/A
University of Nebraska Omaha,NE,Omaha,True,#304,21718,86,3.5,12026,N/A,18-26
"University of Nevada, Las Vegas",NV,Las Vegas,True,#269,26099,85,3.4,25365,1000-1220,18-24
"University of Nevada, Reno",NV,Reno,True,#195,25950,86,3.4,16973,1060-1300,19-26
University of New England,ME,Biddeford,True,#260,42550,96,3.4,3718,N/A,N/A
University of New Hampshire,NH,Durham,True,#115,38882,87,3.6,11480,1120-1320,26-31
University of New Hampshire at Manchester,NH,Manchester,True,#146,34664,83,,653,1110-1270,N/A
University of New Haven,CT,West Haven,True,#87,45730,91,3.4,4817,1090-1270,N/A
University of New Mexico,NM,Albuquerque,True,#236,26452,96,3.4,15914,N/A,18-25
University of New Orleans,LA,New Orleans,True,#394-435,14190,70,3.2,5804,940-1197,17-24
University of North Alabama,AL,Florence,True,#33,23150,75,3.6,7492,925-1223,19-26
University of North Carolina Asheville,NC,Asheville,True,#139,24809,74,3.5,2914,1140-1330,21-28
University of North Carolina at Chapel Hill,NC,Chapel Hill,True,#22,39338,17,,20210,1350-1530,30-34
University of North Carolina at Greensboro,NC,Greensboro,True,#216,22539,92,3.6,14198,1110-1280,22-27
University of North Carolina--Charlotte,NC,Charlotte,True,#178,21338,80,3.6,23461,1070-1290,20-26
University of North Carolina--Pembroke,NC,Pembroke,True,#45,7496,90,3.5,5643,935-1095,16-21
University of North Carolina School of the Arts,NC,Winston-Salem,True,Unranked,26622,30,,938,N/A,N/A
University of North Carolina--Wilmington,NC,Wilmington,True,#201,22985,69,3.9,14294,1220-1370,24-29
University of North Dakota,ND,Grand Forks,True,#236,15570,83,3.6,9928,1090-1280,20-26
University of Northern Colorado,CO,Greeley,True,#352,26204,84,3.5,6728,990-1200,20-27
University of Northern Iowa,IA,Cedar Falls,True,#11,21272,95,3.6,7739,1020-1330,20-26
University of North Florida,FL,Jacksonville,True,#236,20107,71,3.6,14171,1010-1220,18-25
University of North Georgia,GA,Dahlonega,True,#41,21170,69,3.6,17256,1010-1200,19-25
University of North Texas,TX,Denton,True,#260,24644,79,,33024,1000-1240,19-27
University of North Texas at Dallas,TX,Dallas,True,#44,22117,94,3.3,3001,840-1044,14-20
University of Northwestern Ohio,OH,Lima,True,#64,12470,,,2687,N/A,N/A
University of Northwestern--St. Paul,MN,St. Paul,True,#45,36830,93,3.6,3161,1016-1311,21-28
University of Notre Dame,IN,Notre Dame,True,#20,62693,13,,8971,1420-1550,32-35
University of Oklahoma,OK,Norman,True,#124,25880,73,3.7,21294,1130-1330,23-29
University of Oklahoma Health Sciences Center,OK,Oklahoma City,True,Unranked,24731,,,853,N/A,N/A
The University of Olivet,MI,Olivet,True,#38,33076,89,,851,910-1120,18-23
University of Oregon,OR,Eugene,True,#98,41194,86,3.8,19565,1140-1370,24-30
University of Pennsylvania,PA,Philadelphia,True,#6,66104,7,3.9,9760,1500-1570,34-35
University of Pikeville,KY,Pikeville,True,#395-435,24150,76,3.5,1483,940-1200,17-23
University of Pittsburgh,PA,Pittsburgh,True,#67,39890,49,3.9,19928,1280-1470,29-33
University of Pittsburgh at Bradford,PA,Bradford,True,#20,26494,96,3.3,1074,980-1200,18-29
University of Pittsburgh at Greensburg,PA,Greensburg,True,#186-204,26504,91,,1306,1030-1210,18-25
University of Pittsburgh at Johnstown,PA,Johnstown,True,#12,26520,97,3.6,2039,N/A,19-28
University of Portland,OR,Portland,True,#2,54900,93,3.4,3374,1220-1410,27-31
University of Providence,MT,Great Falls,True,#98,27456,100,,665,1140-1280,17-23
University of Puerto Rico--Aguadilla,PR,Aguadilla,True,#52,5954,77,,1985,863-1088,N/A
University of Puerto Rico--Arecibo,PR,Arecibo,True,#34,5324,60,3.8,2897,N/A,N/A
University of Puerto Rico--Bayamon,PR,Bayamon,True,#81,6884,31,,3022,N/A,N/A
University of Puerto Rico--Cayey,PR,Cayey,True,#167,5354,48,,2559,905-1131,N/A
University of Puerto Rico--Humacao,PR,Humacao,True,#33,5364,50,,2848,N/A,N/A
University of Puerto Rico--Mayaguez,PR,Mayaguez,True,#47,5274,49,,11246,N/A,N/A
University of Puerto Rico--Ponce,PR,Ponce,True,#52,5354,49,,2262,N/A,N/A
University of Puerto Rico--Rio Piedras,PR,Rio Piedras,True,#320,2168,50,,10207,N/A,N/A
University of Puerto Rico--Utuado,PR,Utuado,True,#91-99,5354,63,,457,N/A,N/A
University of Puget Sound,WA,Tacoma,True,#89,59900,83,3.5,1712,1170-1390,26-32
